,Nome,Código,Setor econômico,Subsetor,Segmento,EBIT/ativo,EBIT12M,EBIT3M,EV/EBIT,EV/EBITDA ,LPA,P/Ativos,P/EBIT,P/L,P/VP,P/ativcircLiq,P/capGiro,PSR,ROE,ROIC,VPA,ativo,ativoCirc,cresRec5A,disponib,divBr/patrim,divBruta,divLiq,divYield,giroAtivos,liquidCorr,lucroLiq12M,lucroLiq3M,margBruta,margEBIT,margLiq,max1ano,min1ano,numacs,osc12M,osc2016,osc2017,osc2018,osc2019,osc2020,osc2021,osc30D,oscDia,oscMes,patrimLiq,preço,recLiq12M,recLiq3M,valorFirma,valorMercado
329,AES TIETE E,TIET11,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.103,863216000.0,231856000.0,11.15,8.04,0.88,0.82,7.91,19.44,4.95,-1.5,-33.34,3.4,0.255,0.173,3.45,8340470000.0,2423810000.0,0.069,1968000000.0,3.46,4766140000.0,2798140000.0,0.062,0.24,0.92,350979000.0,51143000.0,0.43,0.43,0.175,18.2,10.72,1995530000.0,0.122,0.145,-0.035,-0.153,0.722,0.102,0.035,0.062,-0.027,0.035,1377600000.0,17.1,2006990000.0,509374000.0,9622860000.0,6824720000.0
330,AES TIETE E,TIET3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.103,863216000.0,231856000.0,11.15,8.04,0.18,0.82,7.91,19.44,4.95,-1.5,-33.34,3.4,0.255,0.173,0.69,8340470000.0,2423810000.0,0.069,1968000000.0,3.46,4766140000.0,2798140000.0,0.062,0.24,0.92,350979000.0,51143000.0,0.43,0.43,0.175,4.09,2.47,1995530000.0,-0.109,0.106,-0.066,-0.156,1.263,-0.168,0.021,0.056,-0.023,0.021,1377600000.0,3.42,2006990000.0,509374000.0,9622860000.0,6824720000.0
331,AES TIETE E,TIET4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.103,863216000.0,231856000.0,11.17,8.06,0.18,0.82,7.93,19.5,4.97,-1.51,-33.44,3.41,0.255,0.173,0.69,8340470000.0,2423810000.0,0.069,1968000000.0,3.46,4766140000.0,2798140000.0,0.061,0.24,0.92,350979000.0,51143000.0,0.43,0.43,0.175,3.53,2.06,1995530000.0,0.201,-0.018,0.032,-0.16,0.571,0.202,0.03,0.055,-0.023,0.03,1377600000.0,3.43,2006990000.0,509374000.0,9642820000.0,6844680000.0
332,AFLUENTE T,AFLT3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.109,22865000.0,8121000.0,25.97,25.85,0.35,2.99,27.54,28.45,3.37,16.5,13.89,16.79,0.119,0.132,2.96,210495000.0,61944000.0,0.086,36659000.0,0.0,789.0,-35870000.0,0.072,0.18,3.73,22126000.0,6988000.0,0.646,0.61,0.59,12.97,5.3,63085000.0,-0.226,0.525,0.935,0.151,1.015,-0.045,0.012,0.013,-0.026,0.012,186712000.0,9.98,37493000.0,9639000.0,593718000.0,629588000.0
333,ALUPAR,ALUP11,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.107,2219250000.0,696782000.0,6.39,6.02,2.04,0.37,3.5,12.98,1.41,-0.93,3.65,1.52,0.109,0.123,18.77,20829400000.0,4060020000.0,0.392,2362290000.0,1.6,8776490000.0,6414200000.0,0.026,0.25,2.1,598795000.0,181214000.0,0.462,0.435,0.269,29.46,20.24,879111000.0,-0.051,0.599,0.109,0.035,0.535,0.011,-0.021,-0.004,-0.017,-0.021,5501730000.0,26.53,5104640000.0,1491320000.0,14188500000.0,7774270000.0
334,ALUPAR,ALUP3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.107,2219250000.0,696782000.0,6.48,6.09,0.68,0.38,3.58,13.29,1.45,-0.95,3.74,1.56,0.109,0.123,6.26,20829400000.0,4060020000.0,0.392,2362290000.0,1.6,8776490000.0,6414200000.0,0.025,0.25,2.1,598795000.0,181214000.0,0.462,0.435,0.269,12.35,8.66,879111000.0,-0.226,0.516,0.012,-0.029,0.549,-0.211,0.01,-0.013,-0.027,0.01,5501730000.0,9.05,5104640000.0,1491320000.0,14370200000.0,7955950000.0
335,ALUPAR,ALUP4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.107,2219250000.0,696782000.0,6.36,5.98,0.68,0.37,3.47,12.85,1.4,-0.92,3.62,1.51,0.109,0.123,6.26,20829400000.0,4060020000.0,0.392,2362290000.0,1.6,8776490000.0,6414200000.0,0.026,0.25,2.1,598795000.0,181214000.0,0.462,0.435,0.269,9.11,5.27,879111000.0,0.053,-0.063,0.252,0.066,0.579,0.085,-0.017,-0.003,-0.034,-0.017,5501730000.0,8.75,5104640000.0,1491320000.0,14106400000.0,7692220000.0
336,AMPLA ENERG,CBEE3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.037,438261000.0,69589000.0,15.44,7.56,0.66,0.23,6.11,24.49,0.74,-0.57,-136.89,0.44,0.03,0.043,21.69,11835600000.0,3550030000.0,0.074,795376000.0,1.35,4883430000.0,4088050000.0,0.0,0.51,0.99,109348000.0,-53523000.0,0.138,0.073,0.018,19.9,14.59,166634000.0,-0.175,0.235,-0.211,0.004,-0.227,0.032,-0.193,-0.076,0.017,-0.193,3614710000.0,16.07,6044160000.0,1529970000.0,6765860000.0,2677810000.0
337,CEB,CEBR3,Utilidade Pública,Energia Elétrica,Energia Elétrica,-0.018,-66356000.0,19798000.0,-25.98,-37.88,3.69,0.48,-26.72,33.37,2.09,3.42,2.51,2.2,0.063,-0.019,58.88,3680390000.0,3129460000.0,-0.14,151446000.0,0.12,102031000.0,-49415000.0,0.014,0.22,1.29,53137000.0,99359000.0,-0.009,-0.082,0.076,145.0,38.06,14416000.0,0.751,0.94,-0.135,0.128,0.946,1.355,-0.016,-0.016,-0.109,-0.016,848831000.0,123.01,807275000.0,57749000.0,1723900000.0,1773310000.0
338,CEB,CEBR5,Utilidade Pública,Energia Elétrica,Energia Elétrica,-0.018,-66356000.0,19798000.0,-33.77,-49.24,3.69,0.62,-34.52,43.11,2.7,4.42,3.24,2.84,0.063,-0.019,58.88,3680390000.0,3129460000.0,-0.14,151446000.0,0.12,102031000.0,-49415000.0,0.025,0.22,1.29,53137000.0,99359000.0,-0.009,-0.082,0.076,164.48,58.43,14416000.0,1.212,0.066,-0.031,0.375,1.019,1.483,0.025,0.0,0.0,0.025,848831000.0,158.89,807275000.0,57749000.0,2241140000.0,2290560000.0
339,CEB,CEBR6,Utilidade Pública,Energia Elétrica,Energia Elétrica,-0.018,-66356000.0,19798000.0,-31.84,-46.43,3.69,0.59,-32.59,40.69,2.55,4.17,3.06,2.68,0.063,-0.019,58.88,3680390000.0,3129460000.0,-0.14,151446000.0,0.12,102031000.0,-49415000.0,0.012,0.22,1.29,53137000.0,99359000.0,-0.009,-0.082,0.076,154.89,41.84,14416000.0,1.202,0.917,0.087,0.242,0.743,1.803,0.027,0.014,-0.013,0.027,848831000.0,150.0,807275000.0,57749000.0,2112980000.0,2162400000.0
340,CEEE-D,CEED3,Utilidade Pública,Energia Elétrica,Energia Elétrica,-0.091,-350657000.0,-174981000.0,-4.09,-7.21,-157.14,0.13,-1.44,-0.33,-0.09,-0.06,-0.11,0.15,0.287,-0.112,-548.08,3865320000.0,922451000.0,0.07,124178000.0,-0.2,1053850000.0,929673000.0,0.0,0.88,0.17,-1521310000.0,-422392000.0,-0.01,-0.103,-0.445,100.0,48.33,9681000.0,-0.48,0.475,0.017,0.25,1.667,-0.42,-0.103,-0.019,0.0,-0.103,-5305960000.0,52.0,3419330000.0,764013000.0,1433090000.0,503412000.0
341,CEEE-D,CEED4,Utilidade Pública,Energia Elétrica,Energia Elétrica,-0.091,-350657000.0,-174981000.0,-4.58,-8.09,-157.14,0.18,-1.93,-0.45,-0.13,-0.08,-0.15,0.2,0.287,-0.112,-548.08,3865320000.0,922451000.0,0.07,124178000.0,-0.2,1053850000.0,929673000.0,0.0,0.88,0.17,-1521310000.0,-422392000.0,-0.01,-0.103,-0.445,100.0,54.5,9681000.0,-0.364,0.154,0.1,0.151,1.632,-0.285,-0.021,0.0,0.0,-0.021,-5305960000.0,70.0,3419330000.0,764013000.0,1607340000.0,677670000.0
342,CEEE-GT,EEEL3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.11,624749000.0,116821000.0,8.26,7.81,39.68,0.9,8.12,13.23,1.89,-3.58,5.34,3.51,0.143,0.126,278.38,5661050000.0,1532100000.0,-0.04,675638000.0,0.28,764436000.0,88798000.0,0.038,0.25,2.63,383358000.0,170942000.0,0.6,0.433,0.27,525.0,270.0,9661000.0,0.119,2.439,1.347,0.391,1.029,0.343,0.0,0.0,0.0,0.0,2689400000.0,525.0,1443510000.0,414003000.0,5160820000.0,5072030000.0
343,CEEE-GT,EEEL4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.11,624749000.0,116821000.0,9.03,8.54,39.68,0.98,8.89,14.49,2.07,-3.92,5.84,3.85,0.143,0.126,278.38,5661050000.0,1532100000.0,-0.04,675638000.0,0.28,764436000.0,88798000.0,0.038,0.25,2.63,383358000.0,170942000.0,0.6,0.433,0.27,575.0,353.98,9661000.0,0.272,-1872.674,0.872,1.148,1.256,0.272,0.0,0.059,0.0,0.0,2689400000.0,575.0,1443510000.0,414003000.0,5643870000.0,5555080000.0
344,CELESC,CLSC3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.041,422111000.0,115014000.0,7.11,4.54,9.08,0.22,5.48,6.61,1.37,-0.46,6.92,0.28,0.207,0.05,43.87,10420100000.0,3735560000.0,0.069,1161510000.0,1.09,1847910000.0,686399000.0,0.04,0.79,1.1,350353000.0,80323000.0,0.127,0.051,0.043,62.29,46.73,38572000.0,0.326,-0.206,0.395,0.554,0.06,0.29,0.028,0.101,0.0,0.028,1692170000.0,60.0,8201400000.0,2045160000.0,3000720000.0,2314320000.0
345,CELESC,CLSC4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.041,422111000.0,115014000.0,6.73,4.3,9.08,0.21,5.1,6.15,1.27,-0.43,6.44,0.26,0.207,0.05,43.87,10420100000.0,3735560000.0,0.069,1161510000.0,1.09,1847910000.0,686399000.0,0.047,0.79,1.1,350353000.0,80323000.0,0.127,0.051,0.043,60.05,34.19,38572000.0,0.083,0.799,0.705,0.872,0.056,0.137,0.021,0.102,0.013,0.021,1692170000.0,55.82,8201400000.0,2045160000.0,2839490000.0,2153090000.0
346,CELESC,CLSC5,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.041,422111000.0,115014000.0,5.19,3.32,9.08,0.14,3.56,4.29,0.89,-0.3,4.5,0.18,0.207,0.05,43.87,10420100000.0,3735560000.0,0.069,1161510000.0,1.09,1847910000.0,686399000.0,0.0,0.79,1.1,350353000.0,80323000.0,0.127,0.051,0.043,0.0,0.0,38572000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692170000.0,39.01,8201400000.0,2045160000.0,2191090000.0,1504690000.0
347,CELESC,CLSC6,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,422111000.0,115014000.0,,,0.0,,,0.0,0.0,,,,0.207,,0.0,10420100000.0,3735560000.0,0.069,1161510000.0,,1847910000.0,686399000.0,0.0,,,350353000.0,80323000.0,,,0.0,0.0,0.0,38572000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692170000.0,0.0,8201400000.0,2045160000.0,,0.0
348,CELGPAR,GPAR3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.049,74364000.0,21057000.0,119.45,117.42,1.41,5.85,120.51,81.33,7.87,109.71,26.27,41.8,0.097,0.056,14.61,1532990000.0,475864000.0,-0.128,188365000.0,0.1,109096000.0,-79269000.0,0.008,0.14,3.53,110189000.0,29998000.0,0.538,0.347,0.514,115.0,19.99,77928000.0,1.85,1.25,0.554,-0.357,3.644,-0.319,3.182,3.021,0.278,3.182,1138810000.0,115.0,214393000.0,47952000.0,8882450000.0,8961720000.0
349,CELPE,CEPE3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.017,166603000.0,193000000.0,84.17,76.02,0.76,1.0,57.32,167.75,5.65,-1.97,78.93,5.99,0.034,0.022,22.64,9560000000.0,3034000000.0,-0.205,1197000000.0,3.36,5670000000.0,4473000000.0,0.0,0.17,1.04,56932300.0,103000000.0,0.159,0.104,0.036,128.0,18.2,74612000.0,6.033,0.0,0.0,0.0,0.0,6.033,0.0,6.033,0.0,0.0,1689000000.0,128.0,1595230000.0,1636000000.0,14023300000.0,9550340000.0
350,CELPE,CEPE5,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.017,166603000.0,193000000.0,40.28,36.38,0.76,0.23,13.44,39.32,1.33,-0.46,18.5,1.4,0.034,0.022,22.64,9560000000.0,3034000000.0,-0.205,1197000000.0,3.36,5670000000.0,4473000000.0,0.067,0.17,1.04,56932300.0,103000000.0,0.159,0.104,0.036,32.98,23.28,74612000.0,0.284,-0.094,-0.112,0.209,0.537,0.386,-0.09,0.237,0.0,-0.09,1689000000.0,30.0,1595230000.0,1636000000.0,6711360000.0,2238360000.0
351,CELPE,CEPE6,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.017,166603000.0,193000000.0,41.4,37.39,0.76,0.25,14.55,42.59,1.44,-0.5,20.04,1.52,0.034,0.022,22.64,9560000000.0,3034000000.0,-0.205,1197000000.0,3.36,5670000000.0,4473000000.0,0.068,0.17,1.04,56932300.0,103000000.0,0.159,0.104,0.036,36.93,16.93,74612000.0,1.083,-0.042,-0.088,0.147,0.151,1.366,-0.12,-0.013,0.0,-0.12,1689000000.0,32.5,1595230000.0,1636000000.0,6897890000.0,2424890000.0
352,CEMIG,CMIG3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.095,5049470000.0,1467160000.0,7.03,5.9,1.34,0.46,4.85,12.08,1.42,-1.19,3.85,0.99,0.117,0.109,11.39,53326200000.0,15451300000.0,0.073,5110120000.0,0.93,16106700000.0,10996600000.0,0.037,0.46,1.7,2029290000.0,545064000.0,0.231,0.204,0.082,17.37,7.13,1518750000.0,0.009,0.441,-0.169,1.374,0.08,0.125,-0.001,0.018,-0.006,-0.001,17297700000.0,16.14,24752600000.0,6369430000.0,35509300000.0,24512700000.0
353,CEMIG,CMIG4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.095,5049470000.0,1467160000.0,6.34,5.32,1.34,0.39,4.16,10.36,1.22,-1.02,3.3,0.85,0.117,0.109,11.39,53326200000.0,15451300000.0,0.073,5110120000.0,0.93,16106700000.0,10996600000.0,0.044,0.46,1.7,2029290000.0,545064000.0,0.231,0.204,0.082,15.25,7.28,1518750000.0,-0.022,0.486,-0.056,1.166,0.045,0.13,-0.033,0.008,-0.024,-0.033,17297700000.0,13.84,24752600000.0,6369430000.0,32016200000.0,21019500000.0
354,CESP,CESP3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.051,649297000.0,130140000.0,15.91,9.77,4.48,0.74,14.53,6.43,1.32,-2.15,18.53,5.1,0.206,0.055,21.77,12761900000.0,1242960000.0,-0.011,872593000.0,0.25,1769540000.0,896948000.0,0.079,0.14,1.69,1466200000.0,-58525000.0,0.409,0.351,0.793,36.31,22.96,327503000.0,-0.008,0.232,-0.082,0.891,0.61,-0.072,0.036,-0.014,0.0,0.036,7128820000.0,28.8,1849430000.0,470527000.0,10329000000.0,9432090000.0
355,CESP,CESP4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.051,649297000.0,130140000.0,1.39,0.85,4476910000.0,0.0,0.01,0.0,0.0,-0.0,0.01,0.0,0.206,0.055,21767200000.0,12761900000.0,1242960000.0,-0.011,872593000.0,0.25,1769540000.0,896948000.0,0.0,0.14,1.69,1466200000.0,-58525000.0,0.409,0.351,0.793,0.0,0.0,327503000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7128820000.0,16.29,1849430000.0,470527000.0,902283000.0,5335020.0
356,CESP,CESP5,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.051,649297000.0,130140000.0,20.04,12.31,4.48,0.95,18.66,8.26,1.7,-2.76,23.81,6.55,0.206,0.055,21.77,12761900000.0,1242960000.0,-0.011,872593000.0,0.25,1769540000.0,896948000.0,0.099,0.14,1.69,1466200000.0,-58525000.0,0.409,0.351,0.793,44.62,24.53,327503000.0,0.273,1.029,0.037,0.083,0.713,0.225,0.039,-0.149,0.0,0.039,7128820000.0,37.0,1849430000.0,470527000.0,13014600000.0,12117600000.0
357,CESP,CESP6,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.051,649297000.0,130140000.0,16.56,10.17,4.48,0.77,15.18,6.72,1.38,-2.25,19.37,5.33,0.206,0.055,21.77,12761900000.0,1242960000.0,-0.011,872593000.0,0.25,1769540000.0,896948000.0,0.076,0.14,1.69,1466200000.0,-58525000.0,0.409,0.351,0.793,32.66,21.82,327503000.0,0.04,0.051,0.006,0.655,0.515,-0.009,0.039,0.028,-0.021,0.039,7128820000.0,30.1,1849430000.0,470527000.0,10754800000.0,9857840000.0
358,COELBA,CEEB3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.104,2176650000.0,480000000.0,8.37,6.67,4.7,0.51,4.93,8.71,1.79,-1.01,20.65,0.84,0.206,0.114,22.85,20955000000.0,4356000000.0,0.116,855000000.0,1.39,8345000000.0,7490000000.0,0.024,0.61,1.14,1232790000.0,301000000.0,0.225,0.17,0.096,44.11,36.77,262096000.0,-0.05,-0.042,0.076,0.131,0.711,0.124,-0.06,-0.028,0.014,-0.06,5989000000.0,40.96,12838800000.0,2812000000.0,18225500000.0,10735500000.0
359,COELBA,CEEB5,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.104,2176650000.0,480000000.0,8.86,7.06,4.7,0.56,5.42,9.57,1.97,-1.11,22.68,0.92,0.206,0.114,22.85,20955000000.0,4356000000.0,0.116,855000000.0,1.39,8345000000.0,7490000000.0,0.0,0.61,1.14,1232790000.0,301000000.0,0.225,0.17,0.096,45.0,38.31,262096000.0,0.169,-0.015,-0.076,0.066,0.98,0.169,0.0,0.047,0.0,0.0,5989000000.0,45.0,12838800000.0,2812000000.0,19284300000.0,11794300000.0
360,COELCE,COCE3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.051,501077000.0,75219000.0,15.29,9.39,4.65,0.54,10.72,14.83,1.69,-1.48,-145.03,0.94,0.114,0.059,40.94,9878260000.0,3068210000.0,0.094,634189000.0,0.92,2921980000.0,2287790000.0,0.031,0.58,0.99,362298000.0,47961000.0,0.144,0.088,0.064,85.0,34.97,77855000.0,0.407,0.446,0.213,-0.203,0.425,0.481,-0.05,-0.042,0.0,-0.05,3187670000.0,69.0,5687390000.0,1385660000.0,7659780000.0,5372000000.0
361,COELCE,COCE5,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.051,501077000.0,75219000.0,13.65,8.39,4.65,0.46,9.08,12.56,1.43,-1.26,-122.86,0.8,0.114,0.059,40.94,9878260000.0,3068210000.0,0.094,634189000.0,0.92,2921980000.0,2287790000.0,0.036,0.58,0.99,362298000.0,47961000.0,0.144,0.088,0.064,67.5,39.26,77855000.0,-0.023,0.44,0.144,-0.106,0.347,0.004,-0.026,0.01,-0.002,-0.026,3187670000.0,58.45,5687390000.0,1385660000.0,6838410000.0,4550620000.0
362,COELCE,COCE6,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.051,501077000.0,75219000.0,10.0,6.15,4.65,0.28,5.44,7.52,0.85,-0.75,-73.57,0.48,0.114,0.059,40.94,9878260000.0,3068210000.0,0.094,634189000.0,0.92,2921980000.0,2287790000.0,0.0,0.58,0.99,362298000.0,47961000.0,0.144,0.088,0.064,0.0,0.0,77855000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187670000.0,35.0,5687390000.0,1385660000.0,5012710000.0,2724920000.0
363,COPEL,CPLE3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.095,4274710000.0,1001930000.0,5.49,4.37,12.34,0.37,3.92,4.96,0.84,-1.15,5.83,0.95,0.168,0.107,73.29,45029700000.0,10097700000.0,0.076,3601020000.0,0.51,10310100000.0,6709060000.0,0.046,0.39,1.4,3376720000.0,685396000.0,0.299,0.243,0.192,82.81,45.45,273655000.0,-0.198,0.32,0.204,0.494,1.406,0.048,-0.125,-0.079,-0.024,-0.125,20057400000.0,61.24,17579900000.0,4329830000.0,23467700000.0,16758700000.0
364,COPEL,CPLE5,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.095,4274710000.0,1001930000.0,5.44,4.33,12.34,0.37,3.87,4.9,0.83,-1.13,5.77,0.94,0.168,0.107,73.29,45029700000.0,10097700000.0,0.076,3601020000.0,0.51,10310100000.0,6709060000.0,0.091,0.39,1.4,3376720000.0,685396000.0,0.299,0.243,0.192,60.52,42.24,273655000.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20057400000.0,60.52,17579900000.0,4329830000.0,23270700000.0,16561600000.0
365,COPEL,CPLE6,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.095,4274710000.0,1001930000.0,5.74,4.57,12.34,0.4,4.17,5.28,0.89,-1.22,6.2,1.01,0.168,0.107,73.29,45029700000.0,10097700000.0,0.076,3601020000.0,0.51,10310100000.0,6709060000.0,0.048,0.39,1.4,3376720000.0,685396000.0,0.299,0.243,0.192,75.22,42.03,273655000.0,-0.106,0.237,-0.028,0.313,1.353,0.124,-0.131,-0.06,0.002,-0.131,20057400000.0,65.13,17579900000.0,4329830000.0,24532200000.0,17823200000.0
366,COSERN,CSRN3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.123,571596000.0,123000000.0,7.37,6.25,2.33,0.6,4.85,7.07,2.12,-1.22,6.43,0.86,0.299,0.143,7.8,4650000000.0,1068000000.0,0.125,410000000.0,1.41,1851000000.0,1441000000.0,0.019,0.7,1.68,392416000.0,93000000.0,0.235,0.176,0.121,20.56,16.2,168074000.0,-0.117,0.652,0.343,-0.039,0.167,-0.058,-0.042,0.008,0.006,-0.042,1311000000.0,16.5,3240980000.0,706000000.0,4214220000.0,2773220000.0
367,COSERN,CSRN5,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.123,571596000.0,123000000.0,7.49,6.35,2.33,0.61,4.97,7.24,2.17,-1.25,6.59,0.88,0.299,0.143,7.8,4650000000.0,1068000000.0,0.125,410000000.0,1.41,1851000000.0,1441000000.0,0.021,0.7,1.68,392416000.0,93000000.0,0.235,0.176,0.121,18.2,16.34,168074000.0,-0.181,0.847,0.636,-0.231,0.213,0.008,-0.045,-0.072,0.0,-0.045,1311000000.0,16.9,3240980000.0,706000000.0,4281450000.0,2840450000.0
368,COSERN,CSRN6,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.123,571596000.0,123000000.0,7.11,6.03,2.33,0.56,4.59,6.68,2.0,-1.15,6.08,0.81,0.299,0.143,7.8,4650000000.0,1068000000.0,0.125,410000000.0,1.41,1851000000.0,1441000000.0,0.023,0.7,1.68,392416000.0,93000000.0,0.235,0.176,0.121,18.72,15.6,168074000.0,-0.062,0.56,0.036,0.284,0.114,0.018,-0.079,-0.022,-0.054,-0.079,1311000000.0,15.6,3240980000.0,706000000.0,4062950000.0,2621950000.0
369,CPFL ENERGIA,CPFE3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.099,5013630000.0,1581680000.0,9.63,7.51,3.06,0.71,7.22,10.28,2.49,-1.82,12.3,1.22,0.242,0.126,12.61,50674100000.0,15933000000.0,0.118,8115840000.0,1.39,20192000000.0,12076100000.0,0.057,0.59,1.23,3520200000.0,1337430000.0,0.226,0.169,0.121,37.06,22.22,1152250000.0,-0.126,0.764,-0.226,0.509,0.252,-0.032,-0.035,-0.03,-0.009,-0.035,14534700000.0,31.41,29647200000.0,7781020000.0,48268400000.0,36192300000.0
370,CPFL GERACAO,CPFG3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.111,1704850000.0,642167000.0,2.94,2.23,6.45,0.15,1.35,1.96,0.68,-0.35,-4.34,0.72,0.347,0.123,18.58,15365600000.0,2352530000.0,0.042,1356420000.0,1.2,4070790000.0,2714370000.0,0.0,0.21,0.82,1172810000.0,531220000.0,0.587,0.53,0.466,0.0,0.0,181789000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3378360000.0,12.65,3214960000.0,1006380000.0,5014000000.0,2299630000.0
371,CPFL GERACAO,CPFG4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.111,1704850000.0,642167000.0,2.9,2.19,6.45,0.15,1.31,1.9,0.66,-0.34,-4.2,0.69,0.347,0.123,18.58,15365600000.0,2352530000.0,0.042,1356420000.0,1.2,4070790000.0,2714370000.0,0.0,0.21,0.82,1172810000.0,531220000.0,0.587,0.53,0.466,0.0,0.0,181789000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3378360000.0,12.26,3214960000.0,1006380000.0,4943100000.0,2228730000.0
372,CPFL PIRATIN,CPFP4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.103,496567000.0,136957000.0,7.61,6.13,6.59,0.48,4.7,6.68,3.23,-1.08,-304.88,0.55,0.484,0.141,13.61,4819560000.0,1928900000.0,,805889000.0,3.11,2248600000.0,1442710000.0,0.0,0.89,1.0,349870000.0,85311000.0,0.177,0.116,0.082,0.0,0.0,53096800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722388000.0,44.0,4275440000.0,1093630000.0,3778970000.0,2336260000.0
373,CPFL RENOVAV,CPRE3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.068,853483000.0,419213000.0,14.3,7.79,0.96,0.86,12.68,19.05,1.89,-2.13,-91.82,5.5,0.099,0.074,9.66,12618500000.0,1703380000.0,0.044,892177000.0,0.4,2273620000.0,1381440000.0,0.0,0.16,0.94,568173000.0,533465000.0,0.5,0.434,0.295,18.61,15.17,593783000.0,-0.041,0.017,0.142,0.211,0.146,-0.015,0.0,0.0,0.0,0.0,5735670000.0,18.23,1967650000.0,670352000.0,12206100000.0,10824700000.0
374,EBE,EBEN4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.076,464721000.0,135793000.0,3.25,2.55,8.25,0.11,1.47,2.12,0.56,-0.28,2.91,0.16,0.263,0.099,31.31,6149470000.0,2474340000.0,0.064,975049000.0,1.47,1801520000.0,826472000.0,0.0,0.71,1.1,322429000.0,112171000.0,0.158,0.106,0.074,0.0,0.0,39091700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223880000.0,17.51,4364980000.0,1135460000.0,1510970000.0,684496000.0
375,ELEKTRO,EKTR3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.145,1373770000.0,331000000.0,8.57,7.33,3.47,0.9,6.18,12.64,2.8,-2.78,27.03,1.02,0.222,0.179,15.65,9461000000.0,3380000000.0,0.098,1162000000.0,1.47,4446000000.0,3284000000.0,0.015,0.88,1.1,671666000.0,176000000.0,0.201,0.165,0.081,48.4,14.82,193759000.0,0.795,0.166,0.458,-0.182,0.46,-0.065,0.919,0.896,0.0,0.919,3032000000.0,43.8,8339540000.0,1739000000.0,11770600000.0,8486640000.0
376,ELEKTRO,EKTR4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.145,1373770000.0,331000000.0,5.72,4.89,3.47,0.48,3.33,6.81,1.51,-1.5,14.56,0.55,0.222,0.179,15.65,9461000000.0,3380000000.0,0.098,1162000000.0,1.47,4446000000.0,3284000000.0,0.03,0.88,1.1,671666000.0,176000000.0,0.201,0.165,0.081,28.83,14.66,193759000.0,-0.034,0.136,0.235,-0.149,0.403,0.051,-0.105,0.023,0.0,-0.105,3032000000.0,23.6,8339540000.0,1739000000.0,7856710000.0,4572710000.0
